Class,Name,Brand,Group,RAW SIZE,Diameter,Width,BOLT PATTERN,BOLT PATTERN #2,Centerbore,Finish,Purchase Description,Inventory Location,Location Available,Location On Order,Location On Water,China Stock,Production 2025,0-30 Days,31-90 Days,91-365 Days,0-60 days (0-2 mo),61-120 days (2-4 mo),121-180 days (4 to 6 mo),121-365 days  (4 to 12 mo),121-548 days (4 to 18 mo),121+ Days (all time),ALL Time,Average Cost,Location Average Cost,Price Level A,Price Level AC,Price Level C,Price Level D,Price Level E,Price Level H,Price Level DC-A,MAP,Purchase Price,SFTP,Profit %,On Sale,Discontinued Item,Exclude From Average Cost Update,Location Last Invoice Date,Location Last Receipt Date from PO,Location Last Receipt Date from TO,Location Last Receipt Date from RMA,Last Inventory Adjustment Date,Location Last Receipt Date (Any Type),Location First PO Date,Location First Receipt Date from PO (1st Time Entered Warehouse - Originating From a PO),Location First Receipt Date from TO,Location PO Count,Type
Wheel,HRE-873826X1406135-24GB,HRE,WRK-Emotion,26,26,14,6x135,6x135,78.1,Gloss Black,HRE WRK-Emotion 26x14,"Charlotte, NC",70,0,0,0,0,0,0,0,0,0,0,0,0,0,5,250.99,248.77,Retail,361.05,326.67,309.47,292.28,275.09,257.89,292.28,276.09,350.74,27.01,No,No,,11/24/2025,12/2/2025,7/8/2025,1/24/2026,,12/2/2025,7/30/2024,8/21/2024,,15,Inventory Item
Wheel,HRE-873826X1406135-24GB,HRE,WRK-Emotion,26,26,14,6x135,6x135,78.1,Gloss Black,HRE WRK-Emotion 26x14,"Houston, TX",2,0,0,0,0,63,37,128,79,18,9,14,56,195,599,250.99,236.86,Retail,361.05,326.67,309.47,292.28,275.09,257.89,292.28,276.09,350.74,27.01,No,No,,2/18/2026,3/9/2026,,,,3/9/2026,5/17/2024,3/9/2025,,8,Inventory Item
Wheel,HRE-873826X1406135-24GB,HRE,WRK-Emotion,26,26,14,6x135,,78.1,Gloss Black,HRE WRK-Emotion 26x14,"Orlando, FL",35,0,0,0,0,57,125,93,35,52,37,75,59,148,367,250.99,246.5,Retail,361.05,326.67,309.47,292.28,275.09,257.89,292.28,276.09,350.74,27.01,No,No,,1/21/2026,10/25/2025,,,,10/25/2025,1/31/2025,4/20/2024,,20,Inventory Item
Wheel,HRE-873826X1406135-24GB,HRE,WRK-Emotion,26,26,14,6x135,,78.1,Gloss Black,HRE WRK-Emotion 26x14,"Phoenix, AZ",67,0,0,178,0,10,31,61,23,3,4,34,28,32,169,250.99,260.47,Retail,361.05,326.67,309.47,292.28,275.09,257.89,292.28,276.09,350.74,27.01,No,No,,3/23/2026,3/5/2026,3/31/2025,,,3/5/2026,8/2/2024,3/7/2025,,10,Inventory Item
Wheel,TSW-834817X1405127SB,TSW,BBS-CH-R,17,17,14,5x127,,78.1,Satin Black,TSW BBS-CH-R 17x14,"Nashville, TN",58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71.99,69.08,Retail,115.65,104.63,99.13,93.62,88.11,82.61,93.62,79.19,112.34,34.64,No,No,,11/6/2025,4/30/2025,,,12/1/2025,4/30/2025,11/30/2024,10/4/2024,,1,Inventory Item
Wheel,TSW-834817X1405127SB,TSW,BBS-CH-R,17,17,14,5x127,,78.1,Satin Black,TSW BBS-CH-R 17x14,"Houston, TX",50,41,0,0,0,10,13,62,22,6,14,16,8,32,102,71.99,68.82,Retail,115.65,104.63,99.13,93.62,88.11,82.61,93.62,79.19,112.34,34.64,No,No,,9/27/2025,9/18/2025,4/18/2025,,,9/18/2025,4/11/2024,12/21/2024,8/2/2024,19,Inventory Item
Wheel,TSW-834817X1405127SB,TSW,BBS-CH-R,17,17,14,5x127,,78.1,Satin Black,TSW BBS-CH-R 17x14,"Orlando, FL",68,0,0,0,0,71,117,212,70,80,56,68,62,159,726,71.99,67.51,Retail,115.65,104.63,99.13,93.62,88.11,82.61,93.62,79.19,112.34,34.64,No,No,,1/11/2026,7/10/2025,,,,7/10/2025,3/31/2024,11/4/2024,10/29/2024,8,Inventory Item
Wheel,TSW-834817X1405127SB,TSW,BBS-CH-R,17,17,14,5x127,5x127,78.1,Satin Black,TSW BBS-CH-R 17x14,"Tampa, FL",27,0,0,32,0,40,149,113,13,25,12,32,53,150,527,71.99,70.63,Retail,115.65,104.63,99.13,93.62,88.11,82.61,93.62,79.19,112.34,34.64,No,No,,12/25/2025,6/20/2025,,,,6/20/2025,3/2/2025,2/24/2025,8/22/2024,12,Inventory Item
Wheel,TSW-385724X808170-24GB,TSW,ENK-92,24,24,8,8x170,8x170,114.3,Silver Machined,TSW ENK-92 24x8,"Phoenix, AZ",19,0,0,70,0,49,128,227,49,74,49,90,37,64,411,151.99,143.02,Retail,215.45,194.93,184.67,174.41,164.15,153.89,174.41,167.19,209.29,25.93,No,No,,1/6/2026,4/14/2025,5/1/2025,,,4/14/2025,4/30/2024,2/24/2025,,4,Inventory Item
Wheel,TSW-385724X808170-24GB,TSW,ENK-92,24,24,8,8x170,,114.3,Silver Machined,TSW ENK-92 24x8,"Dallas, TX",80,0,0,0,0,0,6,14,0,3,2,8,2,3,29,151.99,155.99,Retail,215.45,194.93,184.67,174.41,164.15,153.89,174.41,167.19,209.29,25.93,No,No,,1/29/2026,3/3/2026,,10/7/2025,,3/3/2026,5/3/2024,11/24/2024,,17,Inventory Item
Wheel,TSW-385724X808170-24GB,TSW,ENK-92,24,24,8,8x170,,114.3,Silver Machined,TSW ENK-92 24x8,"Nashville, TN",18,56,58,0,0,26,53,85,39,57,59,90,22,92,393,151.99,156.42,Retail,215.45,194.93,184.67,174.41,164.15,153.89,174.41,167.19,209.29,25.93,No,No,,1/14/2026,1/29/2026,6/8/2025,,10/11/2025,1/29/2026,10/27/2024,4/15/2024,8/17/2024,1,Inventory Item
Wheel,TSW-385724X808170-24GB,TSW,ENK-92,24,24,8,8x170,,114.3,Silver Machined,TSW ENK-92 24x8,"Charlotte, NC",63,119,0,0,0,0,0,0,0,0,0,0,0,0,1,151.99,144.98,Retail,215.45,194.93,184.67,174.41,164.15,153.89,174.41,167.19,209.29,25.93,No,No,,3/3/2026,5/28/2025,,,,5/28/2025,6/19/2024,3/18/2025,6/2/2024,8,Inventory Item
Wheel,RAY-703622X1205114.3TB,Rays,BBS-CH-R,22,22,12,5x114.3,,106.1,Gunmetal,Rays BBS-CH-R 22x12,"Charlotte, NC",8,0,0,60,0,0,0,0,0,0,0,0,0,0,3,54.99,57.63,Retail,88.34,79.92,75.72,71.51,67.3,63.1,71.51,60.49,85.81,34.64,No,No,,1/1/2026,3/25/2026,7/2/2025,,2/19/2026,3/25/2026,3/20/2025,11/28/2024,,15,Inventory Item
Wheel,RAY-703622X1205114.3TB,Rays,BBS-CH-R,22,22,12,5x114.3,,106.1,Gunmetal,Rays BBS-CH-R 22x12,"Phoenix, AZ",0,72,0,0,0,54,100,48,94,14,36,16,49,65,356,54.99,50.11,Retail,88.34,79.92,75.72,71.51,67.3,63.1,71.51,60.49,85.81,34.64,No,No,,11/28/2025,9/3/2025,,,,9/3/2025,7/30/2024,8/12/2024,10/1/2024,11,Inventory Item
Wheel,RAY-703622X1205114.3TB,Rays,BBS-CH-R,22,22,12,5x114.3,,106.1,Gunmetal,Rays BBS-CH-R 22x12,"Dallas, TX",37,0,0,0,0,66,74,183,96,19,12,94,71,198,424,54.99,53.91,Retail,88.34,79.92,75.72,71.51,67.3,63.1,71.51,60.49,85.81,34.64,No,No,,1/29/2026,12/6/2025,,,,12/6/2025,1/4/2025,8/15/2024,,4,Inventory Item
Wheel,RAY-703622X1205114.3TB,Rays,BBS-CH-R,22,22,12,5x114.3,,106.1,Gunmetal,Rays BBS-CH-R 22x12,"Tampa, FL",11,0,0,0,0,70,68,248,58,33,5,106,37,85,642,54.99,55.85,Retail,88.34,79.92,75.72,71.51,67.3,63.1,71.51,60.49,85.81,34.64,No,No,,12/5/2025,3/10/2026,,,,3/10/2026,5/27/2024,5/27/2024,,8,Inventory Item
Wheel,ENK-837817X808165.1MTBR,Enkei,KNG-500,17,17,8,8x165.1,,78.1,Gloss Black & Milled,Enkei KNG-500 17x8,"Dallas, TX",58,57,58,0,0,7,39,58,12,17,13,33,14,52,128,248.99,226.88,Retail,394.77,357.17,338.37,319.57,300.78,281.98,319.57,273.89,383.49,33.77,No,No,,2/13/2026,5/7/2025,,,12/26/2025,5/7/2025,8/6/2024,4/25/2024,,15,Inventory Item
Wheel,ENK-837817X808165.1MTBR,Enkei,KNG-500,17,17,8,8x165.1,,78.1,Gloss Black & Milled,Enkei KNG-500 17x8,"Houston, TX",44,0,0,0,0,2,1,14,3,0,0,6,0,7,16,248.99,270.87,Retail,394.77,357.17,338.37,319.57,300.78,281.98,319.57,273.89,383.49,33.77,No,No,,10/16/2025,11/11/2025,,,10/17/2025,11/11/2025,10/15/2024,8/24/2024,,10,Inventory Item
Wheel,ENK-837817X808165.1MTBR,Enkei,KNG-500,17,17,8,8x165.1,,78.1,Gloss Black & Milled,Enkei KNG-500 17x8,"Orlando, FL",61,0,0,0,0,9,87,134,43,20,53,42,44,187,269,248.99,268.35,Retail,394.77,357.17,338.37,319.57,300.78,281.98,319.57,273.89,383.49,33.77,No,No,,12/9/2025,1/7/2026,6/24/2025,,,1/7/2026,1/19/2025,2/13/2025,,4,Inventory Item
Wheel,ROT-676518X1005108-ZBRM,Rotiform,ADV-GT,18,18,10,5x108,,114.3,Chrome,Rotiform ADV-GT 18x10,"Phoenix, AZ",16,24,0,0,0,0,0,0,0,0,0,0,0,0,2,98.99,106.24,Retail,136.16,123.2,116.71,110.23,103.74,97.26,110.23,108.89,132.27,23.67,No,No,,10/1/2025,12/6/2025,4/19/2025,,,12/6/2025,12/21/2024,5/27/2024,,4,Inventory Item
Wheel,ROT-676518X1005108-ZBRM,Rotiform,ADV-GT,18,18,10,5x108,5x108,114.3,Chrome,Rotiform ADV-GT 18x10,"Atlanta, GA",59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98.99,92.26,Retail,136.16,123.2,116.71,110.23,103.74,97.26,110.23,108.89,132.27,23.67,No,No,,1/8/2026,12/31/2025,,,,12/31/2025,11/28/2024,5/18/2024,1/15/2025,15,Inventory Item
Wheel,ROT-676518X1005108-ZBRM,Rotiform,ADV-GT,18,18,10,5x108,,114.3,Chrome,Rotiform ADV-GT 18x10,"Charlotte, NC",72,118,0,0,0,5,11,53,16,4,14,22,28,44,80,98.99,106.19,Retail,136.16,123.2,116.71,110.23,103.74,97.26,110.23,108.89,132.27,23.67,No,No,,12/25/2025,8/7/2025,,,11/11/2025,8/7/2025,10/23/2024,9/1/2024,,1,Inventory Item
Wheel,ROT-676518X1005108-ZBRM,Rotiform,ADV-GT,18,18,10,5x108,,114.3,Chrome,Rotiform ADV-GT 18x10,"Dallas, TX",14,0,0,0,0,3,0,10,1,3,1,1,0,10,17,98.99,102.94,Retail,136.16,123.2,116.71,110.23,103.74,97.26,110.23,108.89,132.27,23.67,No,No,,3/13/2026,9/4/2025,,,,9/4/2025,1/10/2025,2/23/2025,,15,Inventory Item
Wheel,RAY-957526X1206132MTBR,Rays,KNG-500,26,26,12,6x132,,106.1,Gunmetal,Rays KNG-500 26x12,"Houston, TX",75,0,0,191,0,46,79,88,39,32,23,52,48,103,343,95.99,101.74,Retail,144.13,130.41,123.54,116.68,109.82,102.95,116.68,105.59,140.02,30.07,No,Yes,,1/6/2026,10/11/2025,,,,10/11/2025,7/28/2024,3/9/2025,,12,Inventory Item
Wheel,RAY-957526X1206132MTBR,Rays,KNG-500,26,26,12,6x132,,106.1,Gunmetal,Rays KNG-500 26x12,"Atlanta, GA",47,77,0,0,0,34,45,171,25,37,53,56,41,178,611,95.99,87.32,Retail,144.13,130.41,123.54,116.68,109.82,102.95,116.68,105.59,140.02,30.07,No,Yes,,12/11/2025,5/15/2025,,,,5/15/2025,7/4/2024,3/9/2025,9/11/2024,12,Inventory Item
Wheel,KON-754026X1056132MTBR,Konig,HRE-501,26,26,10.5,6x132,,78.1,Silver Machined,Konig HRE-501 26x10.5,"Dallas, TX",43,0,0,0,0,63,113,171,43,37,29,73,6,30,446,159.99,166.98,Retail,248.63,224.95,213.11,201.27,189.43,177.59,201.27,175.99,241.53,32.43,No,No,,3/7/2026,12/9/2025,7/3/2025,,10/10/2025,12/9/2025,9/8/2024,11/1/2024,9/9/2024,2,Inventory Item
Wheel,KON-754026X1056132MTBR,Konig,HRE-501,26,26,10.5,6x132,,78.1,Silver Machined,Konig HRE-501 26x10.5,"Nashville, TN",76,0,0,0,0,10,15,16,26,8,1,39,5,20,196,159.99,157.89,Retail,248.63,224.95,213.11,201.27,189.43,177.59,201.27,175.99,241.53,32.43,No,No,,10/7/2025,4/15/2025,3/11/2026,,12/22/2025,4/15/2025,12/6/2024,8/21/2024,,4,Inventory Item
Wheel,KON-754026X1056132MTBR,Konig,HRE-501,26,26,10.5,6x132,,78.1,Silver Machined,Konig HRE-501 26x10.5,"Charlotte, NC",75,0,0,0,0,3,3,9,2,2,0,8,1,6,31,159.99,166.91,Retail,248.63,224.95,213.11,201.27,189.43,177.59,201.27,175.99,241.53,32.43,No,No,,2/10/2026,4/15/2025,,,,4/15/2025,7/14/2024,2/4/2025,12/29/2024,19,Inventory Item
Wheel,HRE-410022X1206139.7-18MB,HRE,TSW-Nurburgring,22,22,12,6x139.7,6x139.7,106.1,Gunmetal,HRE TSW-Nurburgring 22x12,"Houston, TX",54,0,0,0,0,11,31,271,46,15,52,65,37,181,561,247.99,234.8,Retail,359.34,325.12,308.01,290.9,273.78,256.67,290.9,272.79,349.07,27.54,No,Yes,,10/29/2025,12/31/2025,,,,12/31/2025,8/27/2024,5/19/2024,,16,Inventory Item
Wheel,HRE-410022X1206139.7-18MB,HRE,TSW-Nurburgring,22,22,12,6x139.7,,106.1,Gunmetal,HRE TSW-Nurburgring 22x12,"Tampa, FL",3,0,0,13,0,64,108,184,97,30,56,77,46,23,452,247.99,260.31,Retail,359.34,325.12,308.01,290.9,273.78,256.67,290.9,272.79,349.07,27.54,No,Yes,,1/20/2026,2/11/2026,,,,2/11/2026,12/18/2024,11/23/2024,11/12/2024,18,Inventory Item
Wheel,HRE-410022X1206139.7-18MB,HRE,TSW-Nurburgring,22,22,12,6x139.7,,106.1,Gunmetal,HRE TSW-Nurburgring 22x12,"Dallas, TX",5,0,0,0,0,3,10,19,4,19,12,15,13,21,62,247.99,225.21,Retail,359.34,325.12,308.01,290.9,273.78,256.67,290.9,272.79,349.07,27.54,No,Yes,,12/23/2025,12/1/2025,,,,12/1/2025,4/12/2024,7/20/2024,,5,Inventory Item
Wheel,TSW-457522X808170MTBR,TSW,RYS-TE37,22,22,8,8x170,,106.1,Matte Black,TSW RYS-TE37 22x8,"Atlanta, GA",20,0,0,124,0,0,0,0,0,0,0,0,0,0,2,150.99,155.09,Retail,239.39,216.59,205.19,193.79,182.39,170.99,193.79,166.09,232.55,33.77,No,No,,1/11/2026,10/18/2025,,,,10/18/2025,1/20/2025,6/16/2024,,16,Inventory Item
Wheel,TSW-457522X808170MTBR,TSW,RYS-TE37,22,22,8,8x170,,106.1,Matte Black,TSW RYS-TE37 22x8,"Charlotte, NC",0,0,0,0,0,80,82,69,28,63,17,76,60,175,470,150.99,159.26,Retail,239.39,216.59,205.19,193.79,182.39,170.99,193.79,166.09,232.55,33.77,No,No,,3/8/2026,2/11/2026,5/14/2025,,,2/11/2026,1/21/2025,4/30/2024,,6,Inventory Item
Wheel,TSW-457522X808170MTBR,TSW,RYS-TE37,22,22,8,8x170,,106.1,Matte Black,TSW RYS-TE37 22x8,"Orlando, FL",43,0,0,0,0,2,3,3,2,0,1,8,2,8,19,150.99,143.33,Retail,239.39,216.59,205.19,193.79,182.39,170.99,193.79,166.09,232.55,33.77,No,No,,2/8/2026,8/16/2025,,,,8/16/2025,4/9/2024,9/10/2024,,11,Inventory Item
Wheel,TSW-457522X808170MTBR,TSW,RYS-TE37,22,22,8,8x170,,106.1,Matte Black,TSW RYS-TE37 22x8,"Houston, TX",21,14,0,92,0,5,39,65,16,14,12,33,12,55,116,150.99,137.44,Retail,239.39,216.59,205.19,193.79,182.39,170.99,193.79,166.09,232.55,33.77,No,No,,2/17/2026,6/12/2025,,,,6/12/2025,6/12/2024,4/7/2024,,18,Inventory Item
Wheel,KON-820318X1056132SB,Konig,VSN-CVT,18,18,10.5,6x132,,74.1,Bronze,Konig VSN-CVT 18x10.5,"Atlanta, GA",51,69,0,0,0,49,57,184,70,33,27,65,25,180,544,102.99,105.85,Retail,140.58,127.2,120.5,113.81,107.11,100.42,113.81,113.29,136.57,23.08,No,Yes,,10/8/2025,12/3/2025,,,,12/3/2025,11/15/2024,10/4/2024,,18,Inventory Item
Wheel,KON-820318X1056132SB,Konig,VSN-CVT,18,18,10.5,6x132,6x132,74.1,Bronze,Konig VSN-CVT 18x10.5,"Houston, TX",2,0,0,0,0,60,48,49,17,63,5,52,5,66,376,102.99,108.1,Retail,140.58,127.2,120.5,113.81,107.11,100.42,113.81,113.29,136.57,23.08,No,Yes,,10/2/2025,7/8/2025,,,1/22/2026,7/8/2025,2/3/2025,8/14/2024,,12,Inventory Item
Wheel,ADV-586920X805127-18MB,Advan,RYS-TE37,20,20,8,5x127,,72.6,Satin Black,Advan RYS-TE37 20x8,"Tampa, FL",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.99,145.87,Retail,242.56,219.46,207.91,196.36,184.81,173.26,196.36,168.29,235.63,33.77,No,No,,,9/27/2025,,,2/5/2026,9/27/2025,1/23/2025,2/27/2025,,12,Inventory Item
Wheel,ADV-586920X805127-18MB,Advan,RYS-TE37,20,20,8,5x127,,72.6,Satin Black,Advan RYS-TE37 20x8,"Dallas, TX",70,111,0,0,0,0,0,0,0,0,0,0,0,0,4,152.99,162.24,Retail,242.56,219.46,207.91,196.36,184.81,173.26,196.36,168.29,235.63,33.77,No,No,,11/3/2025,11/23/2025,,,,11/23/2025,11/15/2024,1/20/2025,,1,Inventory Item
Wheel,ADV-586920X805127-18MB,Advan,RYS-TE37,20,20,8,5x127,,72.6,Satin Black,Advan RYS-TE37 20x8,"Houston, TX",4,0,0,160,0,34,106,132,72,14,48,36,64,184,450,152.99,146.27,Retail,242.56,219.46,207.91,196.36,184.81,173.26,196.36,168.29,235.63,33.77,No,No,,1/11/2026,3/2/2026,10/24/2025,,,3/2/2026,5/13/2024,3/2/2025,12/29/2024,9,Inventory Item
Wheel,ADV-586920X805127-18MB,Advan,RYS-TE37,20,20,8,5x127,,72.6,Satin Black,Advan RYS-TE37 20x8,"Phoenix, AZ",78,36,0,0,0,70,35,178,83,63,7,84,40,90,396,152.99,159.65,Retail,242.56,219.46,207.91,196.36,184.81,173.26,196.36,168.29,235.63,33.77,No,No,,12/11/2025,4/4/2025,3/7/2026,,1/7/2026,4/4/2025,3/24/2025,8/18/2024,,14,Inventory Item
Wheel,KON-723818X905114.3SB,Konig,VSN-CVT,18,18,9,5x114.3,,78.1,Gloss Black & Milled,Konig VSN-CVT 18x9,"Nashville, TN",73,0,0,28,0,2,23,78,8,5,1,36,14,46,74,247.99,256.68,Retail,385.38,348.68,330.33,311.98,293.62,275.27,311.98,272.79,374.37,32.43,No,No,,12/17/2025,9/23/2025,,,,9/23/2025,5/1/2024,2/19/2025,,12,Inventory Item
Wheel,KON-723818X905114.3SB,Konig,VSN-CVT,18,18,9,5x114.3,,78.1,Gloss Black & Milled,Konig VSN-CVT 18x9,"Charlotte, NC",0,0,0,0,0,3,0,8,4,1,0,8,4,1,40,247.99,234.69,Retail,385.38,348.68,330.33,311.98,293.62,275.27,311.98,272.79,374.37,32.43,No,No,,12/26/2025,1/16/2026,,12/27/2025,,1/16/2026,8/19/2024,3/27/2024,1/21/2025,4,Inventory Item
Wheel,ROT-223022X1008165.1-24GB,Rotiform,ROT-BLQ,22,22,10,8x165.1,8x165.1,110.1,Satin Black,Rotiform ROT-BLQ 22x10,"Houston, TX",16,36,0,0,0,0,1,5,2,0,0,4,3,0,18,207.99,213.13,Retail,349.42,316.14,299.5,282.86,266.22,249.58,282.86,228.79,339.44,37.5,No,No,,1/6/2026,3/30/2025,2/28/2026,,,3/30/2025,12/22/2024,5/14/2024,,16,Inventory Item
Wheel,ROT-223022X1008165.1-24GB,Rotiform,ROT-BLQ,22,22,10,8x165.1,,110.1,Satin Black,Rotiform ROT-BLQ 22x10,"Tampa, FL",9,0,55,0,0,0,0,0,0,0,0,0,0,0,3,207.99,187.92,Retail,349.42,316.14,299.5,282.86,266.22,249.58,282.86,228.79,339.44,37.5,No,No,,1/18/2026,10/23/2025,,,,10/23/2025,5/20/2024,3/2/2025,,15,Inventory Item
Wheel,KON-180122X808165.1-18MB,Konig,KNG-500,22,22,8,8x165.1,,106.1,Flat Black,Konig KNG-500 22x8,"Nashville, TN",77,0,0,0,0,31,88,237,53,58,50,96,64,38,660,77.99,83.39,Retail,108.1,97.8,92.66,87.51,82.36,77.21,87.51,85.79,105.01,24.24,No,No,,2/7/2026,12/23/2025,,,,12/23/2025,2/12/2025,7/23/2024,,16,Inventory Item
Wheel,KON-180122X808165.1-18MB,Konig,KNG-500,22,22,8,8x165.1,,106.1,Flat Black,Konig KNG-500 22x8,"Tampa, FL",9,0,0,0,0,0,37,63,5,19,10,34,12,40,204,77.99,79.05,Retail,108.1,97.8,92.66,87.51,82.36,77.21,87.51,85.79,105.01,24.24,No,No,,12/26/2025,12/10/2025,,,1/9/2026,12/10/2025,12/1/2024,4/27/2024,4/24/2024,11,Inventory Item
Wheel,HRE-607128X1008165.1-24GB,HRE,BBS-CH-R,28,28,10,8x165.1,8x165.1,114.3,Gunmetal,HRE BBS-CH-R 28x10,"Dallas, TX",73,0,0,0,36,0,0,0,0,0,0,0,0,0,0,199.99,199.56,Retail,321.28,290.68,275.38,260.08,244.78,229.49,260.08,219.99,312.1,34.64,No,No,,,8/10/2025,5/7/2025,,3/12/2026,8/10/2025,2/4/2025,7/5/2024,,6,Inventory Item
Wheel,HRE-607128X1008165.1-24GB,HRE,BBS-CH-R,28,28,10,8x165.1,,114.3,Gunmetal,HRE BBS-CH-R 28x10,"Nashville, TN",8,108,0,0,0,44,61,201,80,11,19,45,9,49,238,199.99,182.03,Retail,321.28,290.68,275.38,260.08,244.78,229.49,260.08,219.99,312.1,34.64,No,No,,2/19/2026,12/11/2025,,,,12/11/2025,1/29/2025,7/20/2024,,11,Inventory Item
Wheel,HRE-607128X1008165.1-24GB,HRE,BBS-CH-R,28,28,10,8x165.1,,114.3,Gunmetal,HRE BBS-CH-R 28x10,"Tampa, FL",6,106,0,0,0,0,0,0,0,0,0,0,0,0,4,199.99,193.13,Retail,321.28,290.68,275.38,260.08,244.78,229.49,260.08,219.99,312.1,34.64,No,No,,12/3/2025,5/22/2025,,,10/25/2025,5/22/2025,1/29/2025,2/22/2025,,10,Inventory Item
Wheel,RAY-293524X1208165.1SB,Rays,VSN-CVT,24,24,12,8x165.1,,114.3,Silver Machined,Rays VSN-CVT 24x12,"Charlotte, NC",13,82,0,0,13,0,4,9,1,1,0,7,2,9,30,273.99,259.45,Retail,443.04,400.84,379.75,358.65,337.55,316.45,358.65,301.39,430.38,35.06,No,No,,12/9/2025,11/17/2025,11/25/2025,,2/19/2026,11/17/2025,8/20/2024,8/10/2024,8/15/2024,3,Inventory Item
Wheel,RAY-293524X1208165.1SB,Rays,VSN-CVT,24,24,12,8x165.1,8x165.1,114.3,Silver Machined,Rays VSN-CVT 24x12,"Phoenix, AZ",46,0,0,0,0,34,146,222,17,48,36,104,13,50,412,273.99,280.29,Retail,443.04,400.84,379.75,358.65,337.55,316.45,358.65,301.39,430.38,35.06,No,No,,2/8/2026,6/29/2025,,,,6/29/2025,12/9/2024,3/27/2024,10/12/2024,12,Inventory Item
Wheel,RAY-293524X1208165.1SB,Rays,VSN-CVT,24,24,12,8x165.1,,114.3,Silver Machined,Rays VSN-CVT 24x12,"Houston, TX",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.99,289.82,Retail,443.04,400.84,379.75,358.65,337.55,316.45,358.65,301.39,430.38,35.06,No,No,,,3/3/2026,,,,3/3/2026,9/2/2024,7/19/2024,,1,Inventory Item
Wheel,RAY-293524X1208165.1SB,Rays,VSN-CVT,24,24,12,8x165.1,,114.3,Silver Machined,Rays VSN-CVT 24x12,"Orlando, FL",76,39,0,0,0,78,94,80,87,64,24,90,59,119,471,273.99,265.02,Retail,443.04,400.84,379.75,358.65,337.55,316.45,358.65,301.39,430.38,35.06,No,No,,1/18/2026,4/28/2025,,,,4/28/2025,9/28/2024,2/5/2025,7/17/2024,19,Inventory Item
Wheel,ENK-993418X1408165.1-24GB,Enkei,BBS-CH-R,18,18,14,8x165.1,,114.3,Satin Black,Enkei BBS-CH-R 18x14,"Orlando, FL",27,0,50,7,0,80,28,41,51,11,45,45,6,29,399,179.99,186.83,Retail,275.93,249.65,236.51,223.37,210.23,197.09,223.37,197.99,268.05,31.51,No,Yes,,1/9/2026,11/21/2025,,,,11/21/2025,11/27/2024,1/12/2025,,20,Inventory Item
Wheel,ENK-993418X1408165.1-24GB,Enkei,BBS-CH-R,18,18,14,8x165.1,,114.3,Satin Black,Enkei BBS-CH-R 18x14,"Houston, TX",34,0,0,98,0,7,15,54,10,11,8,6,17,36,114,179.99,170.58,Retail,275.93,249.65,236.51,223.37,210.23,197.09,223.37,197.99,268.05,31.51,No,Yes,,11/23/2025,4/6/2025,,,,4/6/2025,11/21/2024,2/13/2025,,2,Inventory Item
Wheel,ENK-993418X1408165.1-24GB,Enkei,BBS-CH-R,18,18,14,8x165.1,,114.3,Satin Black,Enkei BBS-CH-R 18x14,"Tampa, FL",68,0,0,119,0,73,60,266,75,13,42,85,43,106,295,179.99,174.85,Retail,275.93,249.65,236.51,223.37,210.23,197.09,223.37,197.99,268.05,31.51,No,Yes,,9/27/2025,12/31/2025,,,,12/31/2025,7/12/2024,11/7/2024,5/15/2024,18,Inventory Item
Wheel,ENK-993418X1408165.1-24GB,Enkei,BBS-CH-R,18,18,14,8x165.1,,114.3,Satin Black,Enkei BBS-CH-R 18x14,"Dallas, TX",49,21,0,0,0,6,16,34,18,12,1,19,19,9,116,179.99,183.28,Retail,275.93,249.65,236.51,223.37,210.23,197.09,223.37,197.99,268.05,31.51,No,Yes,Yes,1/25/2026,9/3/2025,5/13/2025,,,9/3/2025,12/7/2024,9/7/2024,,12,Inventory Item
Wheel,KON-522018X1206135-18MB,Konig,ENK-92,18,18,12,6x135,,74.1,Matte Black,Konig ENK-92 18x12,"Phoenix, AZ",36,0,0,0,0,7,22,35,4,4,15,14,25,5,157,162.99,152.7,Retail,261.84,236.9,224.43,211.96,199.5,187.03,211.96,179.29,254.36,34.64,No,No,,2/18/2026,10/7/2025,,,12/29/2025,10/7/2025,3/11/2025,8/8/2024,3/12/2025,18,Inventory Item
Wheel,KON-522018X1206135-18MB,Konig,ENK-92,18,18,12,6x135,,74.1,Matte Black,Konig ENK-92 18x12,"Atlanta, GA",25,1,0,0,0,6,11,73,18,12,13,33,23,17,222,162.99,173.36,Retail,261.84,236.9,224.43,211.96,199.5,187.03,211.96,179.29,254.36,34.64,No,No,,1/9/2026,12/19/2025,7/31/2025,3/9/2026,,12/19/2025,10/15/2024,8/25/2024,,2,Inventory Item
Wheel,KON-522018X1206135-18MB,Konig,ENK-92,18,18,12,6x135,,74.1,Matte Black,Konig ENK-92 18x12,"Charlotte, NC",78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,162.99,156.26,Retail,261.84,236.9,224.43,211.96,199.5,187.03,211.96,179.29,254.36,34.64,No,No,,1/1/2026,10/24/2025,,,,10/24/2025,4/1/2024,7/30/2024,,8,Inventory Item
